,price,date_sold,suburb,num_bath,num_bed,num_parking,property_size,type,suburb_population,suburb_median_income,cash_rate,property_inflation_index,km_from_cbd,population_(rounded)*,median_house_price_(2020),median_house_price_(2021),%_change,median_house_rent_(per_week),median_apartment_price_(2020),median_apartment_rent_(per_week),public_housing_%,avg._years_held,time_to_cbd_(public_transport)_[town_hall_st],time_to_cbd_(driving)_[town_hall_st]
8047,2020000,2021-09-29,Eastlakes,2,3,2,493,House,6912,25740,0.1,220.1,7.32,7250.0,1450000.0,1650000.0,13.79,750.0,590000.0,475.0,20.0,11.4,30.0,20.0
8048,2000000,2021-09-29,Leichhardt,2,4,2,212,House,14625,56784,0.1,220.1,5.31,15000.0,1450000.0,1800000.0,24.14,770.0,875000.0,560.0,3.0,12.2,25.0,15.0
8049,1975000,2021-09-29,Noraville,1,4,2,1018,House,2918,30888,0.1,220.1,73.32,,,,,,,,,,,
8050,1815000,2021-09-29,Leonay,4,5,1,696,House,2518,46852,0.1,220.1,52.96,,,,,,,,,,,
8051,1690000,2021-09-29,Illawong,3,4,4,2005,House,7271,44096,0.1,220.1,21.6,7250.0,1200000.0,1500000.0,25.0,775.0,745000.0,510.0,0.0,16.0,60.0,40.0
8052,1656000,2021-09-29,Menai,2,4,2,585,House,10304,43836,0.1,220.1,24.47,11000.0,1000000.0,1200000.0,20.0,710.0,720000.0,550.0,4.0,13.2,65.0,40.0
8053,1550000,2021-09-29,Windsor,3,5,2,651,House,1891,31824,0.1,220.1,45.7,2000.0,640000.0,740000.0,15.63,420.0,405000.0,330.0,7.0,8.4,85.0,55.0
8054,1381000,2021-09-29,Hornsby Heights,1,4,2,720,House,6305,43576,0.1,220.1,25.37,,,,,,,,,,,
8055,1350000,2021-09-29,Leonay,1,3,2,663,House,2518,46852,0.1,220.1,52.96,,,,,,,,,,,
8056,1300000,2021-09-29,Sans Souci,1,3,1,373,House,10304,37336,0.1,220.1,15.92,10500.0,1450000.0,1700000.0,17.24,690.0,760000.0,495.0,3.0,12.7,50.0,30.0
8057,1260800,2021-09-29,Arncliffe,1,3,3,244,House,10590,32708,0.1,220.1,10.09,11000.0,1100000.0,1350000.0,22.73,650.0,670000.0,550.0,6.0,11.1,20.0,30.0
8058,1180000,2021-09-29,Sans Souci,1,2,1,140,House,10304,37336,0.1,220.1,15.92,10500.0,1450000.0,1700000.0,17.24,690.0,760000.0,495.0,3.0,12.7,50.0,30.0
8059,1180000,2021-09-29,East Hills,3,4,2,261,House,3206,34268,0.1,220.1,23.11,3250.0,900000.0,1050000.0,16.67,540.0,630000.0,470.0,12.0,7.9,40.0,35.0
8060,1175000,2021-09-29,St Clair,3,6,6,793,House,19897,38896,0.1,220.1,39.76,20000.0,675000.0,775000.0,14.81,445.0,590000.0,330.0,1.0,12.6,80.0,45.0
8061,1160000,2021-09-29,Killarney Vale,3,6,3,656,House,7216,30108,0.1,220.1,60.03,,,,,,,,,,,
8062,1150000,2021-09-29,Ramsgate Beach,1,2,1,155,House,1660,39624,0.1,220.1,14.29,,,,,,,,,,,
8063,1050000,2021-09-29,Erina Heights,1,2,1,847,House,421,35308,0.1,220.1,51.95,,,,,,,,,,,
8064,6120000,2021-09-30,Gordon,2,4,2,2004,House,7668,44564,0.1,220.1,12.96,8000.0,2300000.0,2800000.0,21.74,1000.0,940000.0,600.0,0.0,16.2,30.0,30.0
8065,4050000,2021-09-30,Kensington,2,3,2,687,House,15004,26728,0.1,220.1,5.45,15000.0,2650000.0,3000000.0,13.21,920.0,850000.0,585.0,2.0,15.0,20.0,15.0
8066,4001000,2021-09-30,Hunters Hill,2,3,2,645,House,9528,48828,0.1,220.1,6.95,9500.0,2950000.0,3500000.0,18.64,1050.0,875000.0,520.0,5.0,11.0,25.0,15.0
8067,3960000,2021-09-30,Birchgrove,2,4,0,258,House,3303,78780,0.1,220.1,2.94,3500.0,2100000.0,2800000.0,33.33,950.0,1300000.0,625.0,0.0,11.3,20.0,12.0
8068,3050000,2021-09-30,Manly Vale,2,4,3,613,House,6160,48620,0.1,220.1,10.57,6250.0,2000000.0,2600000.0,30.0,930.0,775000.0,570.0,3.0,13.8,45.0,30.0
8069,2910000,2021-09-30,Bondi,1,3,0,183,House,10045,57356,0.1,220.1,6.13,22000.0,2600000.0,3000000.0,15.38,1275.0,1100000.0,720.0,3.0,11.5,30.0,20.0
8070,2610000,2021-09-30,Narraweena,2,4,2,607,House,6608,34008,0.1,220.1,14.02,6750.0,1450000.0,1800000.0,24.14,795.0,725000.0,550.0,17.0,13.3,60.0,30.0
8071,2380000,2021-09-30,Forestville,2,3,2,822,House,8329,39884,0.1,220.1,11.47,8500.0,1600000.0,2000000.0,25.0,870.0,930000.0,600.0,2.0,13.9,40.0,25.0
8072,2250000,2021-09-30,Arncliffe,3,6,2,705,House,10590,32708,0.1,220.1,10.09,11000.0,1100000.0,1350000.0,22.73,650.0,670000.0,550.0,6.0,11.1,20.0,30.0
8073,2010000,2021-09-30,Norah Head,3,4,2,670,House,1129,37180,0.1,220.1,72.34,,,,,,,,,,,
8074,1727000,2021-09-30,Loftus,1,3,1,1119,House,4135,40456,0.1,220.1,25.04,4250.0,990000.0,1300000.0,31.31,635.0,650000.0,500.0,1.0,15.3,45.0,45.0
8075,1455000,2021-09-30,Rosebery,1,2,0,179,House,10117,42172,0.1,220.1,5.94,10500.0,1650000.0,1850000.0,12.12,825.0,860000.0,665.0,3.0,14.1,30.0,20.0
8076,1410000,2021-09-30,Cabramatta West,3,4,2,544,House,7222,21268,0.1,220.1,27.74,,,,,,,,,,,
8077,1300000,2021-09-30,Denham Court,2,4,2,312,House,1981,30056,0.1,220.1,37.48,,,,,,,,,,,
8078,1275000,2021-09-30,Green Point,3,5,2,652,House,169,24960,0.1,220.1,49.63,,,,,,,,,,,
8079,1275000,2021-09-30,Green Point,3,5,2,652,House,6405,31824,0.1,220.1,48.42,,,,,,,,,,,
8080,1260000,2021-09-30,Tascott,2,4,2,721,House,1602,36868,0.1,220.1,46.89,,,,,,,,,,,
8081,1242000,2021-09-30,Jordan Springs,4,8,4,531,House,5156,50076,0.1,220.1,46.85,,,,,,,,,,,
8082,1240000,2021-09-30,Cremorne,1,2,1,104,Apartment,11227,68952,0.1,220.1,4.45,11500.0,2550000.0,3200000.0,25.49,1160.0,1100000.0,625.0,1.0,12.9,25.0,15.0
8083,1200000,2021-09-30,Mannering Park,4,6,2,575,House,2472,28964,0.1,220.1,83.63,,,,,,,,,,,
8084,1170000,2021-09-30,Milperra,2,3,4,550,House,3952,36244,0.1,220.1,22.57,4000.0,855000.0,975000.0,14.04,560.0,725000.0,500.0,0.0,14.4,55.0,35.0
8085,1140000,2021-09-30,Wiley Park,2,3,4,564,House,10126,23036,0.1,220.1,14.66,10250.0,775000.0,930000.0,20.0,510.0,385000.0,355.0,3.0,15.4,35.0,30.0
8086,1100000,2021-09-30,Point Clare,2,4,2,658,House,3731,31772,0.1,220.1,48.17,,,,,,,,,,,
8087,5085000,2021-10-02,Balgowlah Heights,3,6,4,871,House,3342,59228,0.1,183.1,8.19,,,,,,,,,,,
8088,4320000,2021-10-02,Centennial Park,4,5,2,383,House,2376,65936,0.1,183.1,4.19,,,,,,,,,,,
8089,2980000,2021-10-02,Balgowlah Heights,2,4,1,513,House,3342,59228,0.1,183.1,8.19,,,,,,,,,,,
8090,2600000,2021-10-02,Daleys Point,5,5,4,984,House,681,26936,0.1,183.1,42.27,,,,,,,,,,,
8091,1275000,2021-10-02,The Ponds,2,4,2,574,House,11731,53716,0.1,183.1,33.2,,,,,,,,,,,
8092,1255000,2021-10-02,Denistone East,2,3,1,218,House,2250,39052,0.1,183.1,12.93,,,,,,,,,,,
8093,1150000,2021-10-02,Camden,1,3,1,1069,House,3230,37492,0.1,183.1,52.32,3300.0,700000.0,800000.0,14.29,450.0,440000.0,400.0,7.0,12.6,120.0,60.0
8094,955000,2021-10-02,Engadine,2,3,2,253,House,17375,41756,0.1,183.1,27.77,17500.0,950000.0,1100000.0,15.79,650.0,680000.0,445.0,1.0,14.3,40.0,50.0
8095,733000,2021-10-02,Woy Woy,1,3,1,569,House,10643,25844,0.1,183.1,40.99,,,,,,,,,,,
8096,600000,2021-10-02,Gorokan,1,3,1,620,House,8367,26468,0.1,183.1,73.16,,,,,,,,,,,
8097,4120000,2021-10-03,Turramurra,4,5,5,1014,House,11919,49920,0.1,197.9,16.36,12000.0,2000000.0,2400000.0,20.0,920.0,860000.0,580.0,0.0,12.4,35.0,35.0
8098,3080000,2021-10-03,Woolloomooloo,3,4,2,134,House,4011,57564,0.1,197.9,0.99,4250.0,1800000.0,2300000.0,27.78,850.0,1050000.0,650.0,22.0,10.1,12.0,10.0
8099,2800000,2021-10-03,Bateau Bay,2,4,3,651,House,12146,30316,0.1,197.9,58.53,,,,,,,,,,,
8100,2200000,2021-10-03,Turramurra,2,3,2,936,House,11919,49920,0.1,197.9,16.36,12000.0,2000000.0,2400000.0,20.0,920.0,860000.0,580.0,0.0,12.4,35.0,35.0
8101,2188888,2021-10-03,Wahroonga,2,4,2,2649,House,17371,47424,0.1,197.9,17.9,17500.0,2050000.0,2300000.0,12.2,875.0,850000.0,570.0,0.0,11.9,40.0,35.0
8102,1920000,2021-10-03,Maroubra,2,3,2,234,House,30688,40248,0.1,197.9,9.52,31000.0,1900000.0,2300000.0,21.05,910.0,850000.0,610.0,10.0,12.5,40.0,20.0
8103,1870000,2021-10-03,Killcare Heights,3,4,2,696,House,745,40716,0.1,197.9,40.94,,,,,,,,,,,
8104,1740000,2021-10-03,Penrith,3,3,1,835,House,13295,32240,0.1,197.9,49.99,13500.0,630000.0,750000.0,19.05,410.0,450000.0,380.0,11.0,10.6,60.0,50.0
8105,1730000,2021-10-03,Belrose,2,4,2,696,House,8780,39728,0.1,197.9,15.92,9000.0,1550000.0,1800000.0,16.13,975.0,570000.0,470.0,0.0,14.6,50.0,30.0
8106,1550000,2021-10-03,Hurstville,4,5,2,453,House,29822,25116,0.1,197.9,14.81,30000.0,1400000.0,1600000.0,14.29,590.0,680000.0,520.0,3.0,12.9,25.0,30.0
8107,1451000,2021-10-03,Beacon Hill,2,3,2,350,House,7457,41288,0.1,197.9,13.32,,,,,,,,,,,
8108,850000,2021-10-03,Ashfield,2,2,1,111,Apartment,23841,35412,0.1,197.9,8.08,25000.0,1500000.0,1750000.0,16.67,650.0,680000.0,480.0,1.0,14.8,20.0,20.0
8109,3700000,2021-10-04,Clovelly,2,3,2,300,Apartment,4736,67236,0.1,197.9,7.11,4750.0,2950000.0,3600000.0,22.03,1450.0,1300000.0,725.0,1.0,13.1,35.0,20.0
8110,3550000,2021-10-04,Kogarah,2,3,3,500,House,15124,34996,0.1,197.9,13.34,15500.0,1150000.0,1400000.0,21.74,600.0,620000.0,470.0,1.0,17.2,22.0,25.0
8111,2940000,2021-10-04,Vaucluse,2,3,0,347,House,9337,57148,0.1,197.9,6.21,9750.0,5100000.0,6300000.0,23.53,2000.0,1250000.0,700.0,0.0,12.3,40.0,25.0
8112,2600000,2021-10-04,Belfield,3,5,2,557,House,6322,28496,0.1,197.9,12.24,,,,,,,,,,,
8113,2500000,2021-10-04,Curl Curl,1,3,1,373,House,2414,53612,0.1,197.9,12.88,2500.0,2300000.0,3000000.0,30.43,980.0,1300000.0,720.0,2.0,13.2,65.0,35.0
8114,2275000,2021-10-04,Westleigh,2,4,2,695,House,4456,44044,0.1,197.9,21.62,4500.0,1300000.0,1600000.0,23.08,760.0,725000.0,500.0,0.0,13.5,70.0,35.0
8115,2266000,2021-10-04,Toongabbie,1,3,0,1269,House,14337,34996,0.1,197.9,25.67,14500.0,810000.0,1000000.0,23.46,450.0,550000.0,440.0,5.0,14.1,40.0,35.0
8116,2195000,2021-10-04,Kingsgrove,3,6,5,670,House,12446,30576,0.1,197.9,13.14,12500.0,1200000.0,1500000.0,25.0,610.0,620000.0,470.0,6.0,18.2,30.0,30.0
8117,2020000,2021-10-04,Sylvania Waters,2,4,2,569,House,3169,39572,0.1,197.9,19.27,,,,,,,,,,,
8118,1930000,2021-10-04,Hurstville Grove,1,3,1,834,House,2663,37180,0.1,197.9,16.45,,,,,,,,,,,
8119,1905000,2021-10-04,Miranda,3,5,3,556,House,15284,38272,0.1,197.9,20.95,15500.0,1150000.0,1400000.0,21.74,715.0,650000.0,490.0,6.0,11.5,45.0,40.0
8120,1850000,2021-10-04,Gosford,2,3,3,283,Apartment,3499,37388,0.1,197.9,50.42,,,,,,,,,,,
8121,1810000,2021-10-04,North Avoca,2,4,2,636,House,2200,45084,0.1,197.9,49.98,,,,,,,,,,,
8122,1475000,2021-10-04,Clemton Park,1,3,4,506,House,1666,26572,0.1,197.9,11.95,1750.0,1150000.0,1400000.0,21.74,645.0,725000.0,520.0,8.0,13.0,45.0,25.0
8123,1357000,2021-10-04,Hurstville Grove,2,4,1,337,House,2663,37180,0.1,197.9,16.45,,,,,,,,,,,
8124,1350000,2021-10-04,Greenacre,2,6,3,771,House,24373,22672,0.1,197.9,14.61,24500.0,910000.0,1100000.0,20.88,580.0,590000.0,445.0,12.0,13.3,50.0,30.0
8125,1336000,2021-10-04,Fairfield West,2,4,2,750,House,11575,22620,0.1,197.9,26.47,,,,,,,,,,,
8126,1330000,2021-10-04,Shelly Beach,2,4,1,702,House,1318,33696,0.1,197.9,60.56,,,,,,,,,,,
8127,1330000,2021-10-04,Miranda,2,4,2,822,House,15284,38272,0.1,197.9,20.95,15500.0,1150000.0,1400000.0,21.74,715.0,650000.0,490.0,6.0,11.5,45.0,40.0
8128,1295000,2021-10-04,Wetherill Park,3,4,2,551,House,6127,25688,0.1,197.9,28.94,6250.0,760000.0,980000.0,28.95,500.0,525000.0,430.0,2.0,18.2,75.0,45.0
8129,1270000,2021-10-04,Banksia,1,3,0,245,House,3388,33904,0.1,197.9,10.82,3500.0,1050000.0,1250000.0,19.05,650.0,620000.0,450.0,0.0,14.6,20.0,25.0
8130,1240000,2021-10-04,Bungarribee,2,4,2,691,House,2638,50440,0.1,197.9,33.4,,,,,,,,,,,
8131,1236000,2021-10-04,Richmond,2,5,2,740,House,5482,32812,0.1,197.9,50.79,5500.0,625000.0,750000.0,20.0,425.0,445000.0,365.0,5.0,10.4,90.0,55.0
8132,1100000,2021-10-04,Umina Beach,3,4,2,1370,House,16733,29380,0.1,197.9,39.51,,,,,,,,,,,
8133,1025000,2021-10-04,North Avoca,2,3,1,303,House,2200,45084,0.1,197.9,49.98,,,,,,,,,,,
8134,1022000,2021-10-04,Bardwell Park,1,3,1,147,House,2242,40040,0.1,197.9,11.08,2500.0,1150000.0,1500000.0,30.43,700.0,590000.0,450.0,0.0,18.0,30.0,30.0
8135,1001000,2021-10-04,Ingleburn,3,5,2,808,House,15039,33124,0.1,197.9,36.04,15000.0,645000.0,750000.0,16.28,415.0,410000.0,365.0,6.0,13.1,55.0,50.0
8136,3950000,2021-10-05,Strathfield,3,6,3,847,House,25813,34424,0.1,197.9,12.01,26500.0,2400000.0,2800000.0,16.67,750.0,700000.0,535.0,2.0,12.8,35.0,30.0
8137,2300000,2021-10-05,Copacabana,3,5,3,525,House,2735,39312,0.1,197.9,46.9,,,,,,,,,,,
8138,1840000,2021-10-05,Frenchs Forest,2,3,1,318,House,13473,44876,0.1,197.9,12.68,13500.0,1550000.0,1850000.0,19.35,900.0,725000.0,520.0,0.0,13.6,50.0,30.0
8139,1550000,2021-10-05,Plumpton,6,8,4,700,House,9209,35620,0.1,197.9,36.79,9250.0,635000.0,730000.0,14.96,430.0,500000.0,425.0,0.0,13.5,80.0,40.0
8140,1365000,2021-10-05,Matraville,2,3,1,190,House,9804,36452,0.1,197.9,11.18,10000.0,1600000.0,1850000.0,15.63,1000.0,910000.0,570.0,13.0,12.1,45.0,25.0
8141,1328000,2021-10-05,Naremburn,2,2,2,130,Apartment,5884,67184,0.1,197.9,5.36,6000.0,2100000.0,2600000.0,23.81,1000.0,1150000.0,630.0,3.0,12.3,25.0,10.0
8142,1290000,2021-10-05,Carnes Hill,3,4,2,533,House,2043,44096,0.1,197.9,34.35,,,,,,,,,,,
8143,1150000,2021-10-05,Lakemba,3,6,2,452,House,17023,22204,0.1,197.9,13.76,17250.0,875000.0,1000000.0,14.29,510.0,380000.0,360.0,2.0,17.1,30.0,30.0
8144,1103500,2021-10-05,Canley Vale,3,5,1,534,House,10216,20592,0.1,197.9,24.09,10500.0,815000.0,950000.0,16.56,430.0,390000.0,330.0,9.0,11.7,50.0,45.0
8145,840000,2021-10-05,Glenmore Park,2,3,2,543,House,23004,45916,0.1,197.9,49.65,,,,,,,,,,,
8146,671500,2021-10-05,Campbelltown,1,3,2,556,House,12566,30628,0.1,197.9,43.19,13000.0,560000.0,650000.0,16.07,400.0,430000.0,380.0,8.0,11.3,65.0,50.0
8147,3300000,2021-10-06,Birchgrove,2,5,0,271,House,3303,78780,0.1,210.1,2.94,3500.0,2100000.0,2800000.0,33.33,950.0,1300000.0,625.0,0.0,11.3,20.0,12.0
8148,3210000,2021-10-06,Abbotsford,2,4,1,348,House,5373,50180,0.1,210.1,7.58,5500.0,2200000.0,2550000.0,15.91,900.0,1100000.0,620.0,8.0,10.1,30.0,15.0
8149,2000000,2021-10-06,Frenchs Forest,2,3,2,632,House,13473,44876,0.1,210.1,12.68,13500.0,1550000.0,1850000.0,19.35,900.0,725000.0,520.0,0.0,13.6,50.0,30.0
8150,1550000,2021-10-06,Tempe,2,4,0,285,House,3556,41600,0.1,210.1,7.83,4000.0,1200000.0,1400000.0,16.67,700.0,740000.0,470.0,1.0,10.8,15.0,20.0
8151,1035000,2021-10-06,Windsor,2,4,1,645,House,1891,31824,0.1,210.1,45.7,2000.0,640000.0,740000.0,15.63,420.0,405000.0,330.0,7.0,8.4,85.0,55.0
8152,3701000,2021-10-07,Clontarf,3,5,2,594,House,1737,59280,0.1,210.1,7.69,1800.0,3700000.0,1500000.0,-100.0,1450.0,725000.0,500.0,0.0,13.4,55.0,25.0
8153,3400000,2021-10-07,East Lindfield,2,3,2,777,House,3711,47788,0.1,210.1,11.02,,,,,,,,,,,
8154,3360000,2021-10-07,Castle Cove,2,4,3,872,House,2554,50856,0.1,210.1,8.8,2750.0,2500000.0,3300000.0,32.0,1100.0,725000.0,500.0,0.0,17.3,35.0,20.0
8155,3003000,2021-10-07,Ryde,3,5,2,493,House,26499,39312,0.1,210.1,10.92,28000.0,1450000.0,1750000.0,20.69,675.0,670000.0,490.0,4.0,13.3,45.0,30.0
8156,2950000,2021-10-07,Roseville,1,3,2,841,House,10082,51896,0.1,210.1,9.54,10500.0,2500000.0,2900000.0,16.0,1100.0,925000.0,605.0,0.0,15.3,22.0,25.0
8157,2500000,2021-10-07,Pennant Hills,3,5,2,1247,House,7287,43472,0.1,210.1,18.83,7500.0,1400000.0,1800000.0,28.57,660.0,770000.0,490.0,2.0,12.6,50.0,35.0
8158,2230000,2021-10-07,Allambie Heights,3,5,3,666,House,7009,40404,0.1,210.1,11.16,7100.0,1600000.0,1800000.0,12.5,850.0,725000.0,595.0,1.0,13.0,55.0,30.0
8159,2211000,2021-10-07,Erskineville,1,3,1,183,House,8014,71812,0.1,210.1,4.66,8500.0,1400000.0,1650000.0,17.86,790.0,890000.0,650.0,4.0,12.7,10.0,20.0
8160,2200000,2021-10-07,Penshurst,2,3,2,892,House,12786,34684,0.1,210.1,16.01,13000.0,1150000.0,1350000.0,17.39,610.0,590000.0,420.0,1.0,17.5,25.0,35.0
8161,2150000,2021-10-07,Westleigh,2,5,3,600,House,4456,44044,0.1,210.1,21.62,4500.0,1300000.0,1600000.0,23.08,760.0,725000.0,500.0,0.0,13.5,70.0,35.0
8162,2125500,2021-10-07,Sylvania,3,4,3,708,House,10479,37284,0.1,210.1,19.33,10750.0,1250000.0,1600000.0,28.0,755.0,845000.0,510.0,3.0,11.8,50.0,40.0
8163,2050000,2021-10-07,Miranda,3,4,2,841,House,15284,38272,0.1,210.1,20.95,15500.0,1150000.0,1400000.0,21.74,715.0,650000.0,490.0,6.0,11.5,45.0,40.0
8164,1932500,2021-10-07,Frenchs Forest,2,4,2,892,House,13473,44876,0.1,210.1,12.68,13500.0,1550000.0,1850000.0,19.35,900.0,725000.0,520.0,0.0,13.6,50.0,30.0
8165,1878500,2021-10-07,Stanmore,1,3,0,152,House,7938,55484,0.1,210.1,5.2,8000.0,1550000.0,1900000.0,22.58,855.0,755000.0,490.0,2.0,15.5,15.0,15.0
8166,1870000,2021-10-07,Blakehurst,2,3,2,505,House,6219,37700,0.1,210.1,16.73,6500.0,1600000.0,1800000.0,12.5,770.0,805000.0,460.0,1.0,12.4,50.0,30.0
8167,1765000,2021-10-07,Gladesville,1,3,1,455,House,11827,48568,0.1,210.1,8.76,12000.0,1900000.0,2300000.0,21.05,725.0,700000.0,450.0,7.0,13.4,30.0,25.0
8168,1731000,2021-10-07,Taren Point,2,4,1,645,House,1734,36296,0.1,210.1,18.73,1800.0,1400000.0,1800000.0,28.57,920.0,990000.0,500.0,0.0,22.7,55.0,30.0
8169,1700000,2021-10-07,Oyster Bay,2,4,1,565,House,5488,47736,0.1,210.1,19.73,5550.0,1250000.0,1550000.0,24.0,685.0,725000.0,650.0,2.0,14.1,55.0,40.0
8170,1525000,2021-10-07,Normanhurst,2,3,2,784,House,5290,38688,0.1,210.1,18.95,5500.0,1350000.0,1700000.0,25.93,710.0,870000.0,480.0,5.0,14.1,55.0,35.0
8171,1501500,2021-10-07,Ryde,2,2,2,601,House,26499,39312,0.1,210.1,10.92,28000.0,1450000.0,1750000.0,20.69,675.0,670000.0,490.0,4.0,13.3,45.0,30.0
8172,1425000,2021-10-07,Forest Lodge,1,4,0,87,House,4583,55276,0.1,210.1,3.18,4750.0,1700000.0,1950000.0,14.71,950.0,880000.0,610.0,6.0,11.5,25.0,12.0
8173,1420000,2021-10-07,Abbotsbury,2,4,2,600,House,4253,37492,0.1,210.1,32.42,4300.0,921000.0,1100000.0,19.44,637.5,725000.0,500.0,0.0,18.4,90.0,45.0
8174,1412000,2021-10-07,Petersham,1,2,2,263,House,8116,52884,0.1,210.1,5.99,8500.0,1500000.0,1800000.0,20.0,760.0,750000.0,460.0,3.0,14.8,15.0,15.0
8175,1392000,2021-10-07,Tascott,3,5,2,639,House,1602,36868,0.1,210.1,46.89,,,,,,,,,,,
8176,1355000,2021-10-07,Strathfield South,2,3,3,322,House,3546,36660,0.1,210.1,12.57,,,,,,,,,,,
8177,1320000,2021-10-07,East Hills,3,5,1,720,House,3206,34268,0.1,210.1,23.11,3250.0,900000.0,1050000.0,16.67,540.0,630000.0,470.0,12.0,7.9,40.0,35.0
8178,1300000,2021-10-07,Denistone,2,2,1,178,House,3751,40040,0.1,210.1,13.34,4000.0,1550000.0,2000000.0,29.03,720.0,980000.0,610.0,0.0,13.2,30.0,25.0
8179,1280000,2021-10-07,Berala,1,3,1,556,House,9049,24544,0.1,210.1,16.36,9000.0,875000.0,1050000.0,20.0,490.0,460000.0,370.0,5.0,16.6,35.0,30.0
8180,1120000,2021-10-07,Lake Munmorah,3,5,3,569,House,5248,27092,0.1,210.1,81.81,,,,,,,,,,,
8181,1120000,2021-10-07,Sefton,2,4,4,575,House,5808,24700,0.1,210.1,18.62,6000.0,780000.0,930000.0,19.23,475.0,515000.0,410.0,6.0,14.6,45.0,35.0
8182,1078000,2021-10-07,Point Clare,3,5,2,518,House,3731,31772,0.1,210.1,48.17,,,,,,,,,,,
8183,3536000,2021-10-08,Freshwater,4,6,2,328,House,8866,57044,0.1,210.1,12.07,9000.0,2450000.0,3100000.0,26.53,1300.0,840000.0,600.0,1.0,13.3,60.0,30.0
8184,1950000,2021-10-08,Monterey,1,3,2,468,House,4532,37232,0.1,210.1,13.19,4750.0,1450000.0,1850000.0,27.59,690.0,700000.0,460.0,1.0,13.9,40.0,25.0
8185,1850000,2021-10-08,Cobbitty,3,5,4,892,House,2063,43576,0.1,210.1,51.16,2250.0,735000.0,820000.0,11.56,515.0,725000.0,500.0,1.0,7.2,150.0,60.0
8186,1850000,2021-10-08,Marsfield,2,3,1,461,House,13297,32448,0.1,210.1,13.73,13500.0,1650000.0,1950000.0,18.18,715.0,800000.0,510.0,3.0,10.8,55.0,25.0
8187,1805000,2021-10-08,Petersham,2,2,4,309,House,8116,52884,0.1,210.1,5.99,8500.0,1500000.0,1800000.0,20.0,760.0,750000.0,460.0,3.0,14.8,15.0,15.0
8188,1685000,2021-10-08,Oatlands,1,2,1,696,House,5660,36660,0.1,210.1,18.77,5750.0,1450000.0,1800000.0,24.14,640.0,790000.0,550.0,6.0,15.6,55.0,30.0
8189,1525000,2021-10-08,Parramatta,3,4,2,369,House,25798,39260,0.1,210.1,19.44,27000.0,1150000.0,1300000.0,13.04,510.0,605000.0,470.0,4.0,12.6,40.0,40.0
8190,1430000,2021-10-08,Kingswood,1,3,1,1012,House,9301,33228,0.1,210.1,46.09,9500.0,620000.0,740000.0,19.35,390.0,420000.0,360.0,11.0,11.0,60.0,50.0
8191,3560000,2021-10-09,Summer Hill,3,7,2,449,House,7311,51636,0.1,220.1,7.42,7750.0,1700000.0,2100000.0,23.53,770.0,770000.0,475.0,1.0,15.2,30.0,20.0
8192,3400000,2021-10-09,Fairlight,2,4,2,455,House,5840,65000,0.1,220.1,9.88,6000.0,2300000.0,3100000.0,34.78,1300.0,1250000.0,735.0,0.0,10.0,45.0,25.0
8193,3225000,2021-10-09,Surry Hills,4,4,1,152,House,16412,60320,0.1,220.1,2.14,17000.0,1750000.0,2000000.0,14.29,910.0,810000.0,620.0,11.0,11.0,10.0,15.0
8194,3150000,2021-10-09,Casula,2,3,3,4047,House,15662,30368,0.1,220.1,30.52,15750.0,750000.0,900000.0,20.0,490.0,580000.0,450.0,6.0,11.4,65.0,45.0
8195,3130000,2021-10-09,Middle Cove,2,3,2,967,House,1340,53404,0.1,220.1,8.07,1500.0,1900000.0,2400000.0,26.32,1050.0,725000.0,500.0,0.0,13.0,40.0,15.0
8196,2850000,2021-10-09,Wheeler Heights,3,5,3,944,House,2986,42848,0.1,220.1,16.54,3000.0,1550000.0,2100000.0,35.48,800.0,725000.0,575.0,0.0,11.7,75.0,35.0
8197,2800000,2021-10-09,Copacabana,2,3,1,778,House,2735,39312,0.1,220.1,46.9,,,,,,,,,,,
8198,2503000,2021-10-09,Darlinghurst,1,2,1,135,Apartment,11320,66820,0.1,220.1,1.87,12000.0,1850000.0,2200000.0,18.92,950.0,975000.0,590.0,3.0,10.1,10.0,8.0
8199,2450000,2021-10-09,Mona Vale,1,3,1,709,House,10670,45240,0.1,220.1,22.57,10750.0,1850000.0,2400000.0,29.73,870.0,1100000.0,615.0,0.0,13.7,55.0,45.0
8200,2300000,2021-10-09,Macmasters Beach,3,4,6,746,House,1294,37440,0.1,220.1,44.72,,,,,,,,,,,
8201,2110000,2021-10-09,Annandale,1,2,0,184,House,9451,60424,0.1,220.1,4.06,10000.0,1650000.0,1900000.0,15.15,800.0,850000.0,500.0,2.0,12.0,20.0,12.0
8202,1920000,2021-10-09,Loftus,2,4,2,645,House,4135,40456,0.1,220.1,25.04,4250.0,990000.0,1300000.0,31.31,635.0,650000.0,500.0,1.0,15.3,45.0,45.0
8203,1760000,2021-10-09,Berowra Heights,3,5,2,500,House,5264,42848,0.1,220.1,30.03,,,,,,,,,,,
8204,1690000,2021-10-09,Wamberal,2,4,1,556,House,6550,41496,0.1,220.1,54.41,,,,,,,,,,,
8205,1685000,2021-10-09,Woronora,3,4,0,822,House,2201,45708,0.1,220.1,23.38,2300.0,1150000.0,1350000.0,17.39,700.0,725000.0,500.0,0.0,11.3,60.0,50.0
8206,1651111,2021-10-09,South Wentworthville,5,7,4,1156,House,6197,32032,0.1,220.1,22.54,,,,,,,,,,,
